Expt,Subject,Session,TE,Cond,RCL-L6p,INT_list6,TEST_EXP1,TEST_EXP2,TEST_EXP3,TEST_EXP4,TEST_EXP5,TEST_EXP6,L1_ARC,L2_ARC,L3_ARC,L4_ARC,L5_ARC,L6_ARC
3,317,5,TE,Early-Tested,0.266666667,3,50,80,90,100,50,50,0.11,0.61,1,,,0
3,320,2,TE,Early-Tested,0.533333333,0,75,50,95,100,75,50,-0.16,1,0.84,,,-0.5
3,321,3,TE,Early-Tested,0.866666667,1,66,33,50,50,43,66,0.03,-0.26,0.25,,,0.05
3,322,4,TE,Early-Tested,0.066666667,3,42,77,88,100,68,33,0,1,0,,,0
3,323,5,TE,Early-Tested,0.333333333,0,50,50,70,77,50,50,0.15,0.46,0.4,,,0
3,324,6,TE,Early-Tested,0.4,1,45,50,50,50,50,50,-0.04,-0.27,0.35,,,0.25
3,325,1,TE,Early-Tested,0.2,7,100,100,100,100,85,100,1,-1,-0.4,,,0
3,326,2,TE,Early-Tested,0.666666667,1,27,43,5,99,85,89,0.58,0.44,0.12,,,0.09
3,328,4,TE,Early-Tested,0.866666667,0,100,50,0,0,0,100,0.42,0.37,0.47,,,0.68
3,329,5,TE,Early-Tested,1,0,75,75,100,100,100,100,0.45,0.82,0.63,,,0.5
3,330,6,TE,Early-Tested,0,0,80,80,50,80,80,80,-0.13,0.82,1,,,0
3,331,1,TE,Early-Tested,0.666666667,0,20,0,75,60,65,75,0.46,0.78,0.82,,,0.74
3,333,3,TE,Early-Tested,0.133333333,3,70,90,100,40,0,70,1,0.36,-0.08,,,0
3,334,4,TE,Early-Tested,0.866666667,2,75,50,75,50,50,25,-0.26,0.68,0.44,,,0.52
3,335,5,TE,Early-Tested,0.933333333,0,75,75,75,75,75,75,0.68,0.75,0.75,,,0.86
3,336,6,TE,Early-Tested,0.266666667,1,99,100,100,100,98,80,0.78,1,1,,,0
3,338,2,TE,Early-Tested,0.8,0,70,60,70,80,80,80,0.58,0.58,0.72,,,0.44
3,339,3,TE,Early-Tested,0.333333333,1,50,50,50,50,80,80,0.17,-0.5,0.5,,,1
3,340,4,TE,Early-Tested,0.133333333,1,50,75,90,100,75,50,-0.4,0.25,-0.62,,,0
3,341,5,TE,Early-Tested,0.933333333,0,70,30,10,100,20,60,0.51,1,0.58,,,0.72
3,342,6,TE,Early-Tested,0.8,1,100,100,0,100,100,100,0.54,0.36,0.51,,,0.45
3,343,1,TE,Early-Tested,0.6,1,50,30,80,95,70,70,0.34,0.72,0.88,,,1
3,344,2,TE,Early-Tested,0.4,1,80,40,50,80,80,80,-0.32,0.44,-0.5,,,1
3,345,3,TE,Early-Tested,0.533333333,2,58,100,100,100,50,0,0.37,0.58,1,,,1
3,346,4,TE,Early-Tested,0.4,0,60,50,60,80,80,90,-0.05,0.17,0.12,,,1
3,347,5,TE,Early-Tested,0.6,0,25,50,25,0,100,50,0,0.17,-0.1,,,-0.04
3,348,6,TE,Early-Tested,0.133333333,1,70,40,31,60,61,40,-2,0,-0.45,,,0
3,351,2,TE,Early-Tested,0.866666667,0,90,90,65,50,40,40,0.36,0.63,0.72,,,0.84
3,352,3,TE,Early-Tested,0.8,1,75,90,95,98,95,90,0.56,1,0.58,,,0.82
3,353,4,TE,Early-Tested,1,0,55,63,90,100,99,50,0,-0.32,0.37,,,0.63
3,355,6,TE,Early-Tested,0.466666667,3,75,85,90,100,80,70,0.21,0,0.09,,,0.3
3,360,1,TE,Early-Tested,0.866666667,0,90,95,99,99,80,80,0.5,0.63,0.68,,,0.52
3,361,1,TE,Early-Tested,0.2,2,50,25,75,75,50,75,1,0.42,0,,,0
3,362,1,TE,Early-Tested,0.6,0,50,50,75,100,100,100,0.72,0.44,0.34,,,-0.16
3,363,1,TE,Early-Tested,0.4,2,85,75,75,85,80,85,0.45,0.52,0.44,,,0.25
3,364,3,TE,Early-Tested,0.2,3,75,50,25,100,100,100,0.34,0.27,1,,,0
3,365,3,TE,Early-Tested,0.8,2,50,50,50,50,50,50,0.34,0.78,0.58,,,0.82
3,366,3,TE,Early-Tested,0,1,50,50,50,100,100,100,0.25,-0.67,-0.75,,,0
3,367,3,TE,Early-Tested,0.333333333,1,59,65,75,80,70,45,-0.33,0.31,0.72,,,1
3,368,1,TE,Early-Tested,0.2,1,50,60,100,100,100,40,0.65,0.42,-0.39,,,1
3,204,4,TE,Not-Tested,0.266666667,2,50,20,20,60,70,60,,,,,,0
3,205,5,TE,Not-Tested,0.866666667,2,85,80,85,90,80,75,,,,,,0.84
3,206,6,TE,Not-Tested,0.733333333,0,95,90,95,70,70,60,,,,,,0.37
3,208,2,TE,Not-Tested,0.466666667,0,80,95,0,0,0,0,,,,,,-0.08
3,209,3,TE,Not-Tested,0.2,10,50,75,25,25,10,25,,,,,,1
3,211,5,TE,Not-Tested,0.066666667,1,70,80,80,85,90,50,,,,,,0
3,213,1,TE,Not-Tested,0.133333333,0,30,70,80,0,0,0,,,,,,0
3,214,2,TE,Not-Tested,0.4,3,75,75,50,50,15,10,,,,,,1
3,215,3,TE,Not-Tested,0.133333333,1,100,100,100,100,100,100,,,,,,0
3,216,4,TE,Not-Tested,0.266666667,2,75,75,75,75,75,75,,,,,,1
3,219,1,TE,Not-Tested,0.333333333,0,30,100,80,10,100,80,,,,,,1
3,220,2,TE,Not-Tested,0.6,0,50,50,50,50,50,50,,,,,,1
3,221,3,TE,Not-Tested,0.8,0,75,75,75,70,70,70,,,,,,-0.09
3,223,5,TE,Not-Tested,0,8,95,100,100,100,100,75,,,,,,0
3,224,6,TE,Not-Tested,0.733333333,1,50,50,50,50,50,50,,,,,,0.58
3,225,1,TE,Not-Tested,0.266666667,0,50,50,50,50,50,50,,,,,,1
3,228,4,TE,Not-Tested,0,9,70,75,75,75,75,75,,,,,,0
3,230,6,TE,Not-Tested,0.2,1,50,50,50,50,50,50,,,,,,0
3,231,1,TE,Not-Tested,0.333333333,0,65,20,10,5,2,0,,,,,,-0.67
3,232,2,TE,Not-Tested,0.4,3,50,70,80,95,97,50,,,,,,-0.5
3,234,4,TE,Not-Tested,1,0,75,50,30,20,20,10,,,,,,0.13
3,235,5,TE,Not-Tested,0,8,99,50,25,89,40,10,,,,,,0
3,236,6,TE,Not-Tested,0,2,50,50,50,50,50,50,,,,,,0
3,237,1,TE,Not-Tested,0.2,5,30,70,80,80,75,70,,,,,,-2
3,238,2,TE,Not-Tested,0.266666667,3,75,100,0,0,0,0,,,,,,-1
3,239,3,TE,Not-Tested,0,3,100,100,100,100,50,100,,,,,,0
3,240,4,TE,Not-Tested,0.466666667,0,50,50,50,50,30,20,,,,,,1
3,243,1,TE,Not-Tested,0.266666667,0,40,80,70,60,50,70,,,,,,0
3,244,2,TE,Not-Tested,0.2,2,75,50,75,75,75,50,,,,,,0
3,245,3,TE,Not-Tested,0.133333333,5,100,100,50,30,30,10,,,,,,0
3,246,4,TE,Not-Tested,0.4,2,70,85,50,30,25,20,,,,,,0.25
3,248,6,TE,Not-Tested,0.533333333,1,50,90,100,0,50,49,,,,,,-0.33
3,249,1,TE,Not-Tested,0.2,4,50,50,50,50,50,50,,,,,,1
3,250,2,TE,Not-Tested,0.2,8,50,50,60,50,100,0,,,,,,0
3,250,3,TE,Not-Tested,0,0,70,50,50,50,50,50,,,,,,0
3,251,3,TE,Not-Tested,0.266666667,0,50,50,50,50,50,50,,,,,,0
3,252,4,TE,Not-Tested,0.933333333,0,50,50,50,50,50,50,,,,,,0.58
3,252,5,TE,Not-Tested,0.6,3,75,0,50,0,0,0,,,,,,0.04
3,253,5,TE,Not-Tested,0.2,1,50,50,0,0,0,0,,,,,,0
3,254,5,TE,Not-Tested,0.266666667,1,50,75,50,50,25,20,,,,,,1
3,255,5,TE,Not-Tested,0.333333333,1,80,75,75,60,50,30,,,,,,1
3,256,6,TE,Not-Tested,0.266666667,0,50,20,0,50,0,0,,,,,,0
3,258,6,TE,Not-Tested,0.8,1,100,100,100,100,100,100,,,,,,0.63
3,259,6,TE,Not-Tested,0.066666667,5,60,50,70,30,30,30,,,,,,0
3,201,1,TE,Not-Tested,0.2,8,50,20,20,5,60,10,,,,,,1
3,203,3,TE,Not-Tested,0.4,1,50,75,75,75,75,100,,,,,,-0.2
3,261,6,TE,Not-Tested,1,0,75,75,100,50,50,10,,,,,,0.25
4,101,1,TE,Always-Tested,0.47,0,100,100,100,100,100,100,0.36,0.31,0.72,0.25,0.47,1
4,103,3,TE,Always-Tested,0.2,0,60,70,80,100,100,100,-0.4,-0.05,-0.5,1,0.36,0
4,104,4,TE,Always-Tested,0.87,0,65,70,80,90,99,100,0.68,1,1,0.86,0.3,0.19
4,106,6,TE,Always-Tested,0.6,1,60,60,60,60,60,60,0.47,-0.1,-0.4,-0.39,0.17,-0.29
4,110,4,TE,Always-Tested,0.2,1,75,45,40,70,70,90,1,1,0.47,0.6,0,1
4,111,5,TE,Always-Tested,1,0,90,50,50,50,75,75,-0.13,1,0.52,0.86,1,0.88
4,112,6,TE,Always-Tested,0.4,0,75,80,97,99,100,100,1,0.37,0.56,0.13,1,-0.5
4,113,1,TE,Always-Tested,0.53,2,60,30,33,75,90,90,0.72,0.78,0.72,0.56,0.17,1
4,114,2,TE,Always-Tested,0.67,0,60,40,80,95,100,100,0.13,1,-0.5,0.17,1,0.29
4,116,4,TE,Always-Tested,0.27,0,75,80,60,65,90,100,0.65,-0.75,-0.04,0.25,1,1
4,117,4,TE,Always-Tested,0.07,0,50,65,75,95,100,100,-0.31,-0.1,0.18,-1.5,-0.5,0
4,118,6,TE,Always-Tested,0.47,0,50,50,100,100,90,90,0.11,0.12,0.34,0.56,1,-0.17
4,119,1,TE,Always-Tested,0.6,0,70,65,65,65,65,65,-0.05,0.21,1,1,0.63,0.25
4,120,2,TE,Always-Tested,0.13,2,0,100,50,0,0,100,-0.67,0,0.25,0,0,0
4,121,3,TE,Always-Tested,0.67,0,50,50,90,99,85,99,-0.31,1,1,0,1,0.76
4,122,4,TE,Always-Tested,1,0,80,90,0,20,100,100,-0.38,-0.3,0.02,-0.27,0,-0.13
4,123,5,TE,Always-Tested,0.73,0,30,50,50,50,50,50,0.74,1,0.86,1,1,1
4,124,6,TE,Always-Tested,0.53,0,50,100,100,100,100,100,0.63,-0.11,0.52,0.72,-0.4,0.27
4,125,1,TE,Always-Tested,0.47,0,80,90,99,99,100,100,0.64,1,1,-0.5,0.74,1
4,126,2,TE,Always-Tested,0,2,50,90,10,90,90,100,0.25,0.74,0,-1,1,0
4,127,3,TE,Always-Tested,1,1,70,50,60,75,85,99,0.17,0.82,0.88,0.84,0.52,1
4,128,4,TE,Always-Tested,0.53,2,75,80,80,80,85,85,0,1,0.65,0.75,1,1
4,129,5,TE,Always-Tested,0.27,1,70,60,40,50,80,80,-0.32,1,1,-1,1,0
4,131,1,TE,Always-Tested,0.87,0,50,45,65,75,85,95,0.63,0.81,0.72,0.72,0.68,0.68
4,135,5,TE,Always-Tested,0.67,0,50,50,100,100,10,100,-0.04,0.56,0.13,-0.29,0.44,0.45
4,136,6,TE,Always-Tested,0.33,0,87,67,50,100,72,99,0.56,0.25,0.46,1,0.31,0
4,137,1,TE,Always-Tested,0.73,2,75,80,100,100,100,100,0.13,0.75,0.86,0.47,0.5,1
4,138,1,TE,Always-Tested,0.4,0,100,100,80,100,100,100,0.44,-0.5,-0.5,-0.45,-0.75,1
4,139,2,TE,Always-Tested,0.8,0,50,50,50,50,50,50,0.25,0.68,0.42,0.78,0,0.64
4,140,3,TE,Always-Tested,0.93,2,50,30,20,10,0,0,0.09,0.27,0.58,0.72,0.72,0.72
4,141,4,TE,Always-Tested,0.6,2,50,75,100,25,100,75,0.58,0.44,1,0,1,1
4,142,5,TE,Always-Tested,0.93,0,100,100,100,100,100,100,-0.27,0.64,0.06,0.44,0.35,0.16
4,143,6,TE,Always-Tested,0.47,1,25,42,15,0,90,0,0.34,1,0.78,0.47,0.27,-0.4
4,144,5,TE,Always-Tested,0,0,50,50,0,0,0,99,0.17,-0.67,1,1,0,-0.67
4,145,2,TE,Always-Tested,0.33,0,75,75,75,76,77,85,0.33,1,0,1,-0.67,1
4,147,4,TE,Always-Tested,0.67,2,50,40,100,100,100,100,0.31,0.51,0.25,0.5,1,0.74
4,148,5,TE,Always-Tested,0.4,0,100,100,100,100,100,100,0.12,-0.29,0.32,0.34,0,-0.5
4,150,5,TE,Always-Tested,0.87,0,90,95,100,100,100,100,-0.11,0.31,0.68,0.19,0.45,0.68
4,151,2,TE,Always-Tested,0.8,0,50,80,80,60,70,100,-0.05,0.37,-0.1,0.13,0.47,0.27
4,152,3,TE,Always-Tested,0.47,0,75,100,50,100,100,100,-0.08,0.56,0.11,0,0.45,-0.08
4,154,5,TE,Always-Tested,0.87,0,80,80,80,80,80,90,0.27,1,1,0.17,0.42,0.52
4,156,1,TE,Always-Tested,0.87,0,75,80,100,50,70,30,1,0.84,-0.04,1,-0.09,0.09
4,157,4,TE,Always-Tested,0.87,1,50,50,100,100,100,100,0.21,0.05,-0.32,-0.5,0.52,0.19
4,158,3,TE,Always-Tested,0.93,1,50,40,50,50,75,80,0.37,0.88,0.75,1,1,1
4,160,4,TE,Always-Tested,0.27,0,20,35,100,100,100,100,0,-0.09,-0.67,-0.67,1,1
4,161,4,TE,Always-Tested,1,0,60,50,50,100,100,100,0.31,1,-0.05,0.52,0.38,0
4,162,1,TE,Always-Tested,0.93,0,50,50,100,100,100,100,0.88,0.75,0.3,0.75,0.13,0.02
4,166,5,TE,Always-Tested,1,0,60,75,33,82,90,0,-0.38,0.72,0.38,0.5,0.13,0.13
4,168,1,TE,Always-Tested,0.33,0,50,50,100,100,100,100,0.31,1,1,1,1,0.17
4,169,2,TE,Always-Tested,0.6,0,50,10,100,50,50,50,0.74,1,0.58,0.78,1,0.65
4,170,3,TE,Always-Tested,0.6,0,50,50,75,100,100,100,0.56,0.78,0.64,0.3,0.4,0.73
4,172,5,TE,Always-Tested,0.47,0,100,100,100,100,100,100,-0.32,0.37,0.72,0.63,0.84,1
4,173,6,TE,Always-Tested,1,0,100,100,100,100,100,100,0.88,0.72,0.75,0.84,0.44,0.88
4,174,1,TE,Always-Tested,1,0,50,60,90,90,90,90,-0.13,0.16,0.16,0.09,-0.26,0
4,176,3,TE,Always-Tested,0.27,1,75,75,75,75,100,100,0.17,1,0.36,0.4,0,1
4,181,2,TE,Always-Tested,0.67,2,50,50,50,50,80,80,0.84,0.45,0.37,1,1,0.72
4,183,4,TE,Always-Tested,0.33,0,54,70,90,100,100,100,0.44,-0.5,0.04,0.38,1,1
4,184,5,TE,Always-Tested,0.4,2,50,50,60,70,80,50,0.11,0.45,0.42,0.5,1,0.25
4,185,6,TE,Always-Tested,0.6,0,45,45,50,50,50,50,-0.09,0.17,-0.08,1,0.3,1
4,187,2,TE,Always-Tested,0.93,0,100,50,20,50,50,100,-0.09,0.21,0.52,0.13,0,0.3
4,188,3,TE,Always-Tested,0.67,1,75,75,100,100,100,100,-0.09,0.36,0.53,1,1,0.72
4,189,4,TE,Always-Tested,0.6,0,40,60,60,50,50,90,0.27,-0.27,-0.05,0.72,0.81,0.18
4,190,5,TE,Always-Tested,0.53,2,90,100,100,100,100,100,0.13,0.21,0,-0.67,0.17,0.11
4,191,6,TE,Always-Tested,0.6,0,70,75,40,50,50,50,0.06,0.13,0.67,-0.62,0.47,-0.05
4,301,1,TE,Early-Tested,0.07,1,65,25,75,80,80,50,0,0.45,1,,,0
4,302,2,TE,Early-Tested,0.47,0,40,40,60,60,80,75,0.3,0.68,0.04,,,0.22
4,303,3,TE,Early-Tested,0.53,4,90,100,100,100,100,80,-0.05,1,1,,,1
4,304,4,TE,Early-Tested,0.27,0,75,25,50,100,100,100,-0.09,0.47,0,,,0
4,305,5,TE,Early-Tested,0.2,2,50,50,50,50,50,50,-0.16,1,0.21,,,0
4,306,6,TE,Early-Tested,0.33,1,75,75,65,50,45,40,0.44,0.09,0.37,,,0
4,308,2,TE,Early-Tested,0.67,0,75,65,55,50,60,45,0.45,0.47,0.77,,,0.74
4,310,4,TE,Early-Tested,0.47,2,95,95,100,100,100,100,0.09,-0.11,0,,,0.46
4,311,5,TE,Early-Tested,0.53,3,70,50,60,80,80,79,0.74,1,-0.09,,,0.2
4,312,6,TE,Early-Tested,0.67,0,70,80,20,50,50,50,1,0.82,0.44,,,0.74
4,314,2,TE,Early-Tested,0.33,1,60,40,75,80,75,70,0.64,0,-0.67,,,0.17
4,315,3,TE,Early-Tested,0.87,0,80,60,40,40,80,90,0.37,0.77,1,,,0.84
4,318,6,TE,Early-Tested,0.53,1,98,100,100,100,50,50,0.44,0.71,0.47,,,1
4,319,1,TE,Early-Tested,0.2,0,90,100,100,100,99,95,0.56,1,0.31,,,1
4,320,2,TE,Early-Tested,0.33,1,42,75,30,100,100,95,-0.23,1,1,,,1
4,321,3,TE,Early-Tested,0.33,0,50,50,50,50,46,89,0.38,-0.29,-0.05,,,0
4,324,6,TE,Early-Tested,0.8,0,79,40,89,90,70,80,-0.06,-0.04,0.56,,,0.44
4,326,2,TE,Early-Tested,0,1,60,50,50,50,50,50,0.65,1,0.3,,,0
4,327,3,TE,Early-Tested,0.8,1,75,67,80,80,75,70,-0.09,1,0.42,,,1
4,328,4,TE,Early-Tested,0.4,2,50,75,100,100,100,75,0.04,0.31,0.07,,,0.4
4,329,5,TE,Early-Tested,0.33,2,75,75,100,25,50,75,0.07,0.25,0.44,,,1
4,330,6,TE,Early-Tested,0.4,1,75,80,60,30,0,0,0.17,1,0.25,,,0.25
4,331,1,TE,Early-Tested,0.2,5,60,40,80,100,50,30,0,1,0.65,,,0
4,332,2,TE,Early-Tested,0.8,0,50,40,65,70,60,60,0.11,0.45,-0.11,,,0.45
4,333,3,TE,Early-Tested,0.67,1,100,70,20,100,100,100,0.64,0.68,0.78,,,1
4,336,6,TE,Early-Tested,0.4,0,50,50,50,100,50,50,1,0.09,0.45,,,0.25
4,337,1,TE,Early-Tested,0.6,0,50,50,25,10,25,50,0.46,0.74,0,,,0.71
4,339,4,TE,Early-Tested,0.53,0,75,99,99,99,99,50,0.31,0.04,0.71,,,0.56
4,340,3,TE,Early-Tested,0.67,0,100,100,100,100,50,40,0.42,0.21,0.78,,,0.72
4,341,4,TE,Early-Tested,0.67,0,65,40,30,30,75,80,0.36,0.42,0.33,,,1
4,343,1,TE,Early-Tested,0.67,0,80,85,90,95,95,80,0.3,0.72,0.84,,,0.44
4,344,1,TE,Early-Tested,0.2,0,70,50,100,90,60,50,0.76,1,0.31,,,0
4,345,2,TE,Early-Tested,0.13,1,70,70,70,70,70,70,0.78,0.82,0.36,,,0
4,347,4,TE,Early-Tested,0.6,1,75,100,100,100,75,55,0.11,0.04,0.45,,,0.11
4,348,5,TE,Early-Tested,0.53,0,50,50,66,80,50,50,0.31,0.78,1,,,-0.09
4,349,6,TE,Early-Tested,0.33,0,60,80,80,90,50,60,0.11,-0.67,1,,,0.17
4,350,1,TE,Early-Tested,0.53,0,60,60,40,70,60,40,1,0.84,1,,,0.11
4,351,2,TE,Early-Tested,0.8,0,50,50,50,50,50,50,0.74,0.25,0.63,,,0.82
4,352,3,TE,Early-Tested,0.4,0,75,50,100,80,50,25,1,0.77,0.47,,,-0.5
4,354,5,TE,Early-Tested,0.4,4,60,35,35,100,50,35,1,0.63,0.75,,,1
4,355,6,TE,Early-Tested,0.6,0,80,100,100,100,70,60,1,-0.08,0.53,,,0.36
4,356,1,TE,Early-Tested,0.33,1,50,50,50,50,50,50,0.34,0.79,0.81,,,1
4,357,2,TE,Early-Tested,0.67,0,95,98,100,100,98,88,0.11,0.56,0.25,,,0.72
4,361,1,TE,Early-Tested,0.27,2,60,70,80,90,80,70,-0.14,0.27,0.2,,,0
4,362,1,TE,Early-Tested,0.87,0,60,60,30,30,30,30,0.3,0.72,0.86,,,0.84
4,363,2,TE,Early-Tested,0.27,1,50,60,40,0,0,90,0.13,0.55,0.11,,,-1
4,365,5,TE,Early-Tested,0.2,3,80,95,30,100,40,80,-0.29,0.17,0.64,,,1
4,366,5,TE,Early-Tested,0.13,3,80,80,70,60,70,75,0.78,1,1,,,0
4,367,5,TE,Early-Tested,0.33,2,70,50,50,45,60,30,0.04,0.3,0.15,,,-0.67
4,369,2,TE,Early-Tested,0.73,0,80,85,90,95,100,80,0.34,0.21,0.88,,,0.37
4,370,3,TE,Early-Tested,0.6,0,40,60,80,80,80,80,-0.1,0.61,0.56,,,1
4,374,1,TE,Early-Tested,0.6,0,75,60,30,100,75,30,0.17,0.79,1,,,1
4,375,2,TE,Early-Tested,0.47,2,75,80,90,100,90,85,-0.36,0.64,0.64,,,0.3
4,376,3,TE,Early-Tested,0.87,1,65,30,95,95,65,50,0.13,0.52,0.09,,,0.05
4,378,5,TE,Early-Tested,0.53,2,50,60,75,100,75,50,0.12,1,0.04,,,1
4,379,6,TE,Early-Tested,1,0,60,30,20,50,50,40,0.16,0.21,0.16,,,0
4,380,1,TE,Early-Tested,0.87,0,75,88,20,100,99,100,0.34,0.5,0.58,,,0.37
4,381,2,TE,Early-Tested,0.47,0,90,80,90,90,80,80,0.31,0.68,-0.27,,,0.46
4,382,3,TE,Early-Tested,0.67,2,75,85,90,99,75,80,0.86,0.58,0.58,,,1
4,383,4,TE,Early-Tested,0.27,2,50,50,50,50,50,50,0.21,0.72,0,,,1
4,384,5,TE,Early-Tested,0.4,2,9,10,2,43,100,99,0.21,-0.26,0.58,,,0.25
4,386,1,TE,Early-Tested,0.87,0,65,75,78,76,81,90,0.37,0.31,0.81,,,0.52
4,387,2,TE,Early-Tested,0.8,1,80,80,80,80,80,80,-0.11,-0.32,0.3,,,0.06
4,388,3,TE,Early-Tested,0.13,,50,70,75,90,80,50,0.27,0.21,0.74,,,0
4,756,3,TE,Late-Tested,0.8,2,50,50,50,50,50,50,,,0.82,0.86,1,0.81
4,801,1,TE,Late-Tested,0.33,0,90,90,50,50,50,20,,,-1,-0.04,1,0.17
4,803,3,TE,Late-Tested,0.13,1,90,90,90,90,90,90,,,1,-1,-1,0
4,804,4,TE,Late-Tested,0.6,0,75,50,50,65,65,80,,,0.12,-0.08,0.12,-0.04
4,805,5,TE,Late-Tested,0.73,0,86,78,56,65,70,75,,,0.02,0.58,0.65,-0.06
4,807,1,TE,Late-Tested,0.4,1,100,100,0,0,100,100,,,-1,1,-0.67,-0.2
4,808,2,TE,Late-Tested,0.27,2,20,80,20,80,20,10,,,0,1,0,0
4,809,3,TE,Late-Tested,0.67,3,75,50,50,65,70,85,,,-0.04,0.09,0.27,0.47
4,810,4,TE,Late-Tested,0.53,2,67,79,80,43,50,44,,,-1,-0.2,0.65,0.64
4,811,5,TE,Late-Tested,0.73,2,100,100,75,100,80,80,,,1,-0.09,0.5,0.58
4,812,6,TE,Late-Tested,0.6,0,75,60,65,65,65,60,,,0,0.63,0.51,1
4,813,1,TE,Late-Tested,0.13,0,20,70,70,50,45,10,,,0.46,1,0.65,0
4,814,2,TE,Late-Tested,0.73,0,50,50,50,50,100,100,,,0.21,0.37,0.81,0.34
4,815,3,TE,Late-Tested,0.13,1,60,45,70,40,30,55,,,-0.67,0.11,-0.04,0
4,816,4,TE,Late-Tested,0.4,0,100,100,100,100,100,100,,,0,0.3,1,1
4,817,5,TE,Late-Tested,0.6,3,90,90,90,90,90,90,,,1,1,0.07,1
4,818,6,TE,Late-Tested,0.47,0,60,0,30,60,10,20,,,0,-0.67,0.27,0.3
4,819,1,TE,Late-Tested,0.53,0,75,75,75,75,75,75,,,0,0.04,0.3,0.56
4,820,2,TE,Late-Tested,0.47,1,70,70,80,60,50,60,,,0,0.25,0.68,1
4,821,3,TE,Late-Tested,0.73,1,75,60,25,0,22,45,,,0,0.74,-0.5,-0.32
4,822,4,TE,Late-Tested,1,0,80,60,50,50,80,90,,,0.25,1,0.45,0.63
4,823,5,TE,Late-Tested,0.67,0,99,99,50,50,50,50,,,0,0.58,0.06,0.21
4,824,6,TE,Late-Tested,0.73,0,75,80,70,90,80,85,,,0.74,0.34,0.68,1
4,825,1,TE,Late-Tested,0.13,0,50,75,50,50,32,50,,,1,0,0.17,0
4,826,2,TE,Late-Tested,1,0,50,50,50,50,50,50,,,0.19,0.44,0.38,0.5
4,827,3,TE,Late-Tested,0.93,1,65,70,70,80,90,100,,,0.27,0.52,0.52,0.16
4,828,4,TE,Late-Tested,0.67,0,50,50,50,50,50,50,,,0.27,0,0.65,0.74
4,829,5,TE,Late-Tested,0.87,1,50,50,75,50,50,50,,,0.37,-0.25,0.38,0.37
4,830,6,TE,Late-Tested,0.53,0,80,60,100,10,50,50,,,1,0.47,1,0.27
4,831,1,TE,Late-Tested,0.07,0,60,100,60,75,100,100,,,0,1,1,0
4,832,2,TE,Late-Tested,0.47,1,42,64,22,50,68,75,,,0,1,0.3,0.53
4,833,3,TE,Late-Tested,0.47,0,90,80,50,30,60,80,,,0.56,0.63,-0.05,1
4,834,4,TE,Late-Tested,0.47,0,75,100,50,25,25,10,,,-0.09,1,1,0.07
4,835,5,TE,Late-Tested,0.27,1,50,50,50,50,50,50,,,0,0,0.42,0
4,836,6,TE,Late-Tested,0.87,0,75,100,56,66,20,0,,,0.5,0.63,0.47,0.81
4,837,1,TE,Late-Tested,0.8,0,50,50,50,50,50,50,,,-1,0,0.64,0.64
4,838,2,TE,Late-Tested,0.67,1,50,50,50,50,50,50,,,1,-0.11,0.25,0.17
4,839,3,TE,Late-Tested,0.33,1,51,51,97,1,1,97,,,1,0.44,-0.17,1
4,840,4,TE,Late-Tested,0.93,1,70,70,20,35,40,6,,,0.58,0.75,0.72,0.72
4,841,5,TE,Late-Tested,0.8,1,85,75,50,80,80,85,,,1,0.68,-0.1,0.09
4,843,1,TE,Late-Tested,0.33,0,80,50,20,60,50,90,,,0.29,0.04,0.25,1
4,844,2,TE,Late-Tested,0.4,2,50,100,75,85,0,100,,,-2,0,0.78,1
4,846,4,TE,Late-Tested,0.07,4,75,75,50,50,75,80,,,0,0.46,0,0
4,847,5,TE,Late-Tested,0.87,1,60,50,0,100,100,0,,,1,-0.5,0.52,1
4,848,6,TE,Late-Tested,0.6,1,33,88,0,50,33,99,,,0.68,0.72,1,1
4,849,1,TE,Late-Tested,0.47,0,75,75,75,80,100,75,,,1,0.56,1,0.46
4,850,2,TE,Late-Tested,0.2,0,50,50,50,25,50,50,,,0,1,1,1
4,851,3,TE,Late-Tested,0.27,5,80,80,80,50,50,80,,,-2,0.46,1,1
4,852,4,TE,Late-Tested,1,0,70,70,50,60,70,80,,,-0.5,-0.12,-0.27,-0.13
4,853,5,TE,Late-Tested,0.33,0,60,50,60,70,90,100,,,0,0.17,-0.75,-1.5
4,854,6,TE,Late-Tested,0.53,0,80,75,40,50,80,90,,,0.68,0.46,0.56,0.56
4,855,1,TE,Late-Tested,0.8,0,65,55,25,89,30,99,,,0.52,-0.09,0.16,0.44
4,856,2,TE,Late-Tested,0.4,0,98,90,80,30,80,80,,,0,-1,0,1
4,857,3,TE,Late-Tested,0.8,1,50,50,50,50,50,50,,,0.19,0.44,0.16,0.45
4,858,4,TE,Late-Tested,0.6,0,50,50,0,50,60,70,,,-0.08,0.44,0.16,0.31
4,859,5,TE,Late-Tested,0.67,1,60,60,70,70,80,80,,,0,-0.09,0.67,1
4,860,6,TE,Late-Tested,0.13,2,90,50,50,50,50,50,,,1,1,0.25,0
4,861,1,TE,Late-Tested,0.67,0,50,99,45,20,60,60,,,0.65,1,0.61,0.72
4,862,2,TE,Late-Tested,0.93,1,90,90,50,70,70,50,,,0.44,1,0.5,0.44
4,863,3,TE,Late-Tested,0.07,2,80,90,80,50,50,40,,,0,0.17,0,0
4,864,4,TE,Late-Tested,0.73,0,75,75,50,50,60,75,,,-0.32,0.27,0.51,-0.1
