Subject,Session,Test_Exp,Test_Cdn,RCL-L1_P,RCL-L2_P,RCL-L3_P,RCL-L4_P,RCL-L5_P,RCL-L6_P,INT1_6,INT2_6,INT3_6,INT4_6,INT5_6,Int_list2,Int_list3,Int_list4,Int_list5,INT_list6,TEST_EXP1,TEST_EXP2,TEST_EXP3,TEST_EXP4,TEST_EXP5,TEST_EXP6,L1_ARC,L2_ARC,L3_ARC,L4_ARC,L5_ARC,L6_ARC
101,1,TE,Always-Tested,0.600,0.730,0.930,0.870,0.670,0.470,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0.36,0.31,0.72,0.25,0.47,1
103,3,TE,Always-Tested,0.470,0.670,0.400,0.730,0.600,0.200,0,0,0,0,0,0,0,0,0,0,60,70,80,100,100,100,-0.4,-0.05,-0.5,1,0.36,.
104,4,TE,Always-Tested,0.870,0.800,0.730,0.930,0.930,0.870,0,0,0,0,0,0,0,0,1,0,65,70,80,90,99,100,0.68,1,1,0.86,0.3,0.19
106,6,TE,Always-Tested,0.670,0.730,0.530,0.670,0.400,0.600,0,1,0,0,0,0,0,0,2,1,60,60,60,60,60,60,0.47,-0.1,-0.4,-0.39,0.17,-0.29
110,4,TE,Always-Tested,0.670,0.330,0.530,0.530,0.070,0.200,0,0,0,1,0,1,0,1,2,1,75,45,40,70,70,90,1,1,0.47,0.6,.,1
111,5,TE,Always-Tested,0.800,0.800,0.870,0.930,1.000,1.000,0,0,0,0,0,0,0,0,0,0,90,50,50,50,75,75,-0.13,1,0.52,0.86,1,0.88
112,6,TE,Always-Tested,0.600,0.930,0.530,0.470,0.530,0.400,0,0,0,0,0,0,2,1,3,0,75,80,97,99,100,100,1,0.37,0.56,0.13,1,-0.5
113,1,TE,Always-Tested,0.670,0.730,0.930,0.730,0.670,0.530,0,0,0,0,2,0,0,0,0,2,60,30,33,75,90,90,0.72,0.78,0.72,0.56,0.17,1
114,2,TE,Always-Tested,0.600,0.670,0.400,0.330,0.330,0.670,0,0,0,0,0,0,1,0,0,0,60,40,80,95,100,100,0.13,1,-0.5,0.17,1,0.29
116,4,TE,Always-Tested,0.600,0.470,0.600,0.400,0.470,0.270,0,0,0,0,0,0,0,0,2,0,75,80,60,65,90,100,0.65,-0.75,-0.04,0.25,1,1
117,4,TE,Always-Tested,0.800,0.730,0.600,0.400,0.400,0.070,0,0,0,0,0,0,0,0,0,0,50,65,75,95,100,100,-0.31,-0.1,0.18,-1.5,-0.5,.
118,6,TE,Always-Tested,0.530,0.730,0.730,0.530,0.470,0.470,0,0,0,0,0,0,0,0,0,0,50,50,100,100,90,90,0.11,0.12,0.34,0.56,1,-0.17
119,1,TE,Always-Tested,0.670,0.670,0.400,0.600,0.800,0.600,0,0,0,0,0,0,0,0,0,0,70,65,65,65,65,65,-0.05,0.21,1,1,0.63,0.25
120,2,TE,Always-Tested,0.330,0.270,0.400,0.330,0.130,0.130,0,2,0,0,0,0,0,0,0,2,0,100,50,0,0,100,-0.67,.,0.25,.,.,.
121,3,TE,Always-Tested,0.470,0.330,0.470,0.270,0.400,0.670,0,0,0,0,0,0,0,0,1,0,50,50,90,99,85,99,-0.31,1,1,.,1,0.76
122,4,TE,Always-Tested,0.600,0.870,0.930,0.800,1.000,1.000,0,0,0,0,0,0,0,0,1,0,80,90,0,20,100,100,-0.38,-0.3,0.02,-0.27,0,-0.13
123,5,TE,Always-Tested,0.670,0.730,0.930,0.800,0.870,0.730,0,0,0,0,0,0,1,0,0,0,30,50,50,50,50,50,0.74,1,0.86,1,1,1
124,6,TE,Always-Tested,0.800,0.670,0.670,0.670,0.470,0.530,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,0.63,-0.11,0.52,0.72,-0.4,0.27
125,1,TE,Always-Tested,0.530,0.400,0.270,0.400,0.670,0.470,0,0,0,0,0,0,1,0,0,0,80,90,99,99,100,100,0.64,1,1,-0.5,0.74,1
126,2,TE,Always-Tested,0.400,0.670,0.130,0.270,0.270,0.000,0,0,0,1,1,0,1,0,0,2,50,90,10,90,90,100,0.25,0.74,.,-1,1,.
127,3,TE,Always-Tested,0.670,0.800,1.000,0.870,0.870,1.000,0,1,0,0,0,0,0,0,0,1,70,50,60,75,85,99,0.17,0.82,0.88,0.84,0.52,1
128,4,TE,Always-Tested,0.530,0.600,0.600,0.600,0.530,0.530,0,0,0,0,2,0,0,0,1,2,75,80,80,80,85,85,0,1,0.65,0.75,1,1
129,5,TE,Always-Tested,0.670,0.330,0.470,0.270,0.270,0.270,0,0,0,0,1,0,0,0,0,1,70,60,40,50,80,80,-0.32,1,1,-1,1,.
131,1,TE,Always-Tested,0.800,0.800,0.930,0.930,0.870,0.870,0,0,0,0,0,0,0,0,0,0,50,45,65,75,85,95,0.63,0.81,0.72,0.72,0.68,0.68
135,5,TE,Always-Tested,0.600,0.530,0.600,0.600,0.930,0.670,0,0,0,0,0,0,0,0,0,0,50,50,100,100,10,100,-0.04,0.56,0.13,-0.29,0.44,0.45
136,6,TE,Always-Tested,0.530,0.400,0.470,0.330,0.600,0.330,0,0,0,0,0,0,0,0,0,0,87,67,50,100,72,99,0.56,0.25,0.46,1,0.31,.
137,1,TE,Always-Tested,1.000,0.670,0.930,0.670,0.530,0.730,0,0,0,1,1,0,0,0,2,2,75,80,100,100,100,100,0.13,0.75,0.86,0.47,0.5,1
138,1,TE,Always-Tested,0.670,0.400,0.400,0.530,0.470,0.400,0,0,0,0,0,1,1,0,0,0,100,100,80,100,100,100,0.44,-0.5,-0.5,-0.45,-0.75,1
139,2,TE,Always-Tested,0.800,0.870,0.600,0.730,0.530,0.800,0,0,0,0,0,0,2,0,0,0,50,50,50,50,50,50,0.25,0.68,0.42,0.78,0,0.64
140,3,TE,Always-Tested,0.800,0.530,0.730,0.930,0.930,0.930,0,1,0,0,1,1,1,0,0,2,50,30,20,10,0,0,0.09,0.27,0.58,0.72,0.72,0.72
141,4,TE,Always-Tested,0.730,0.800,0.400,0.130,0.470,0.600,0,0,0,1,1,0,2,0,4,2,50,75,100,25,100,75,0.58,0.44,1,.,1,1
142,5,TE,Always-Tested,0.800,0.800,0.800,0.800,0.870,0.930,0,0,0,0,0,0,0,1,0,0,100,100,100,100,100,100,-0.27,0.64,0.06,0.44,0.35,0.16
143,6,TE,Always-Tested,0.730,0.600,0.730,0.670,0.530,0.470,0,0,1,0,0,0,0,0,0,1,25,42,15,0,90,0,0.34,1,0.78,0.47,0.27,-0.4
144,5,TE,Always-Tested,0.330,0.330,0.330,0.330,0.000,0.000,0,0,0,0,0,1,0,0,0,0,50,50,0,0,0,99,0.17,-0.67,1,1,.,-0.67
145,2,TE,Always-Tested,0.530,0.400,0.330,0.400,0.330,0.330,0,0,0,0,0,0,1,1,1,0,75,75,75,76,77,85,0.33,1,.,1,-0.67,1
147,4,TE,Always-Tested,0.600,0.870,0.800,0.530,0.870,0.670,0,0,0,0,2,0,0,0,0,2,50,40,100,100,100,100,0.31,0.51,0.25,0.5,1,0.74
148,5,TE,Always-Tested,0.730,0.600,0.670,0.730,0.200,0.400,0,0,0,0,0,0,0,0,1,0,100,100,100,100,100,100,0.12,-0.29,0.32,0.34,.,-0.5
150,5,TE,Always-Tested,0.870,0.600,0.870,0.870,0.800,0.870,0,0,0,0,0,0,0,0,1,0,90,95,100,100,100,100,-0.11,0.31,0.68,0.19,0.45,0.68
151,2,TE,Always-Tested,0.670,0.730,0.730,0.600,0.670,0.800,0,0,0,0,0,1,1,1,1,0,50,80,80,60,70,100,-0.05,0.37,-0.1,0.13,0.47,0.27
152,3,TE,Always-Tested,0.470,0.530,0.530,0.330,0.600,0.470,0,0,0,0,0,1,0,0,0,0,75,100,50,100,100,100,-0.08,0.56,0.11,.,0.45,-0.08
154,5,TE,Always-Tested,0.530,0.270,0.330,0.330,0.600,0.870,0,0,0,0,0,0,0,0,1,0,80,80,80,80,80,90,0.27,1,1,0.17,0.42,0.52
156,1,TE,Always-Tested,0.870,0.870,0.600,0.400,0.530,0.870,0,0,0,0,0,0,0,1,0,0,75,80,100,50,70,30,1,0.84,-0.04,1,-0.09,0.09
157,4,TE,Always-Tested,0.730,0.870,0.800,0.400,0.870,0.870,0,0,0,1,0,0,1,0,1,1,50,50,100,100,100,100,0.21,0.05,-0.32,-0.5,0.52,0.19
158,3,TE,Always-Tested,0.870,1.000,1.000,1.000,0.930,0.930,0,1,0,0,0,0,0,0,1,1,50,40,50,50,75,80,0.37,0.88,0.75,1,1,1
160,4,TE,Always-Tested,0.530,0.530,0.330,0.330,0.330,0.270,0,0,0,0,0,0,0,0,1,0,20,35,100,100,100,100,0,-0.09,-0.67,-0.67,1,1
161,4,TE,Always-Tested,0.600,0.870,0.670,0.870,1.000,1.000,0,0,0,0,0,0,0,0,1,0,60,50,50,100,100,100,0.31,1,-0.05,0.52,0.38,0
162,1,TE,Always-Tested,1.000,1.000,0.930,1.000,1.000,0.930,0,0,0,0,0,0,0,0,0,0,50,50,100,100,100,100,0.88,0.75,0.3,0.75,0.13,0.02
166,5,TE,Always-Tested,0.600,0.930,1.000,1.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,60,75,33,82,90,0,-0.38,0.72,0.38,0.5,0.13,0.13
168,1,TE,Always-Tested,0.600,0.730,0.530,0.470,0.530,0.330,0,0,0,0,0,0,1,0,0,0,50,50,100,100,100,100,0.31,1,1,1,1,0.17
169,2,TE,Always-Tested,0.730,0.600,0.730,0.730,0.470,0.600,0,0,0,0,0,0,1,1,0,0,50,10,100,50,50,50,0.74,1,0.58,0.78,1,0.65
170,3,TE,Always-Tested,0.530,0.730,0.530,0.470,0.400,0.600,0,0,0,0,0,0,0,1,0,0,50,50,75,100,100,100,0.56,0.78,0.64,0.3,0.4,0.73
172,5,TE,Always-Tested,0.730,0.730,0.930,0.800,0.870,0.470,0,0,0,0,0,0,0,1,1,0,100,100,100,100,100,100,-0.32,0.37,0.72,0.63,0.84,1
173,6,TE,Always-Tested,1.000,0.930,1.000,0.930,0.930,1.000,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0.88,0.72,0.75,0.84,0.44,0.88
174,1,TE,Always-Tested,1.000,0.930,0.930,0.870,0.930,1.000,0,0,0,0,0,0,0,0,0,0,50,60,90,90,90,90,-0.13,0.16,0.16,0.09,-0.26,0
176,3,TE,Always-Tested,0.670,0.470,0.600,0.400,0.530,0.270,0,0,0,0,1,0,0,0,0,1,75,75,75,75,100,100,0.17,1,0.36,0.4,0,1
181,2,TE,Always-Tested,0.870,0.600,0.870,0.400,0.330,0.670,0,0,1,0,1,1,0,0,1,2,50,50,50,50,80,80,0.84,0.45,0.37,1,1,0.72
183,4,TE,Always-Tested,0.670,0.530,0.600,0.530,0.400,0.330,0,0,0,0,0,0,0,0,4,0,54,70,90,100,100,100,0.44,-0.5,0.04,0.38,1,1
184,5,TE,Always-Tested,0.530,0.800,0.600,0.530,0.400,0.400,0,2,0,0,0,0,0,1,1,2,50,50,60,70,80,50,0.11,0.45,0.42,0.5,1,0.25
185,6,TE,Always-Tested,0.600,0.670,0.470,0.470,0.470,0.600,0,0,0,0,0,0,0,0,0,0,45,45,50,50,50,50,-0.09,0.17,-0.08,1,0.3,1
187,2,TE,Always-Tested,0.800,0.870,0.870,1.000,1.000,0.930,0,0,0,0,0,0,0,1,0,0,100,50,20,50,50,100,-0.09,0.21,0.52,0.13,0,0.3
188,3,TE,Always-Tested,0.800,0.600,0.470,0.470,0.470,0.670,0,1,0,0,0,0,0,0,0,1,75,75,100,100,100,100,-0.09,0.36,0.53,1,1,0.72
189,4,TE,Always-Tested,0.800,0.800,0.670,0.670,0.800,0.600,0,0,0,0,0,0,1,0,1,0,40,60,60,50,50,90,0.27,-0.27,-0.05,0.72,0.81,0.18
190,5,TE,Always-Tested,0.600,0.670,0.270,0.330,0.670,0.530,0,0,1,1,0,0,0,0,0,2,90,100,100,100,100,100,0.13,0.21,.,-0.67,0.17,0.11
191,6,TE,Always-Tested,0.800,0.530,0.800,0.470,0.600,0.600,0,0,0,0,0,0,0,0,0,0,70,75,40,50,50,50,0.06,0.13,0.67,-0.62,0.47,-0.05
301,1,TE,Early-Tested,0.670,0.800,0.330,,,0.070,0,0,0,0,1,0,0,,,1,65,25,75,80,80,50,0,0.45,1,,,.
302,2,TE,Early-Tested,0.470,0.870,0.730,,,0.470,0,0,0,0,0,0,0,,,0,40,40,60,60,80,75,0.3,0.68,0.04,,,0.22
303,3,TE,Early-Tested,0.670,0.470,0.530,,,0.530,1,1,0,1,1,0,0,,,4,90,100,100,100,100,80,-0.05,1,1,,,1
304,4,TE,Early-Tested,0.800,0.670,0.530,,,0.270,0,0,0,0,0,0,0,,,0,75,25,50,100,100,100,-0.09,0.47,0,,,.
305,5,TE,Early-Tested,0.600,0.330,0.600,,,0.200,0,0,0,1,1,0,0,,,2,50,50,50,50,50,50,-0.16,1,0.21,,,.
306,6,TE,Early-Tested,0.800,0.670,0.800,,,0.330,0,0,0,0,1,0,0,,,1,75,75,65,50,45,40,0.44,0.09,0.37,,,.
308,2,TE,Early-Tested,0.800,0.670,0.730,,,0.670,0,0,0,0,0,0,0,,,0,75,65,55,50,60,45,0.45,0.47,0.77,,,0.74
310,4,TE,Early-Tested,0.800,0.670,0.730,,,0.470,0,1,0,0,1,0,0,,,2,95,95,100,100,100,100,0.09,-0.11,0,,,0.46
311,5,TE,Early-Tested,0.730,0.400,0.870,,,0.530,1,0,1,1,0,0,0,,,3,70,50,60,80,80,79,0.74,1,-0.09,,,0.2
312,6,TE,Early-Tested,0.870,0.800,0.800,,,0.670,0,0,0,0,0,0,0,,,0,70,80,20,50,50,50,1,0.82,0.44,,,0.74
314,2,TE,Early-Tested,0.530,0.530,0.330,,,0.330,0,0,0,0,1,0,0,,,1,60,40,75,80,75,70,0.64,0,-0.67,,,0.17
315,3,TE,Early-Tested,0.730,0.730,0.730,,,0.870,0,0,0,0,0,0,0,,,0,80,60,40,40,80,90,0.37,0.77,1,,,0.84
318,6,TE,Early-Tested,0.670,0.600,0.670,,,0.530,0,0,0,1,0,1,0,,,1,98,100,100,100,50,50,0.44,0.71,0.47,,,1
319,1,TE,Early-Tested,0.530,0.470,0.600,,,0.200,0,0,0,0,0,0,0,,,0,90,100,100,100,99,95,0.56,1,0.31,,,1
320,2,TE,Early-Tested,0.530,0.400,0.270,,,0.330,0,0,0,0,1,0,0,,,1,42,75,30,100,100,95,-0.23,1,1,,,1
321,3,TE,Early-Tested,1.000,0.600,0.670,,,0.330,0,0,0,0,0,0,1,,,0,50,50,50,50,46,89,0.38,-0.29,-0.05,,,.
324,6,TE,Early-Tested,0.730,0.600,0.730,,,0.800,0,0,0,0,0,0,0,,,0,79,40,89,90,70,80,-0.06,-0.04,0.56,,,0.44
326,2,TE,Early-Tested,0.600,0.270,0.470,,,0.000,0,0,0,0,1,0,0,,,1,60,50,50,50,50,50,0.65,1,0.3,,,.
327,3,TE,Early-Tested,0.530,0.530,0.730,,,0.800,0,0,0,0,1,0,0,,,1,75,67,80,80,75,70,-0.09,1,0.42,,,1
328,4,TE,Early-Tested,0.600,0.600,0.470,,,0.400,0,0,0,0,2,1,0,,,2,50,75,100,100,100,75,0.04,0.31,0.07,,,0.4
329,5,TE,Early-Tested,0.470,0.400,0.670,,,0.330,0,0,0,1,1,0,0,,,2,75,75,100,25,50,75,0.07,0.25,0.44,,,1
330,6,TE,Early-Tested,0.670,0.400,0.470,,,0.400,0,0,0,0,1,0,1,,,1,75,80,60,30,0,0,0.17,1,0.25,,,0.25
331,1,TE,Early-Tested,0.270,0.530,0.600,,,0.200,0,2,1,0,2,0,0,,,5,60,40,80,100,50,30,.,1,0.65,,,.
332,2,TE,Early-Tested,0.530,0.600,0.670,,,0.800,0,0,0,0,0,0,0,,,0,50,40,65,70,60,60,0.11,0.45,-0.11,,,0.45
333,3,TE,Early-Tested,0.800,0.870,0.730,,,0.670,0,1,0,0,0,0,0,,,1,100,70,20,100,100,100,0.64,0.68,0.78,,,1
336,6,TE,Early-Tested,0.200,0.800,0.870,,,0.400,0,0,0,0,0,0,0,,,0,50,50,50,100,50,50,1,0.09,0.45,,,0.25
337,1,TE,Early-Tested,0.470,0.670,0.530,,,0.600,0,0,0,0,0,0,0,,,0,50,50,25,10,25,50,0.46,0.74,0,,,0.71
339,4,TE,Early-Tested,0.730,0.600,0.600,,,0.530,0,0,0,0,0,2,0,,,0,75,99,99,99,99,50,0.31,0.04,0.71,,,0.56
340,3,TE,Early-Tested,0.730,0.670,0.730,,,0.670,0,0,0,0,0,0,1,,,0,100,100,100,100,50,40,0.42,0.21,0.78,,,0.72
341,4,TE,Early-Tested,0.600,0.600,0.530,,,0.670,0,0,0,0,0,1,0,,,0,65,40,30,30,75,80,0.36,0.42,0.33,,,1
343,1,TE,Early-Tested,0.530,0.930,0.870,,,0.670,0,0,0,0,0,0,0,,,0,80,85,90,95,95,80,0.3,0.72,0.84,,,0.44
344,1,TE,Early-Tested,0.670,0.800,0.600,,,0.200,0,0,0,0,0,0,1,,,0,70,50,100,90,60,50,0.76,1,0.31,,,.
345,2,TE,Early-Tested,0.730,0.800,0.600,,,0.130,0,0,0,1,0,0,0,,,1,70,70,70,70,70,70,0.78,0.82,0.36,,,.
347,4,TE,Early-Tested,0.530,0.600,0.600,,,0.600,0,0,0,0,1,0,0,,,1,75,100,100,100,75,55,0.11,0.04,0.45,,,0.11
348,5,TE,Early-Tested,0.600,0.730,0.730,,,0.530,0,0,0,0,0,0,0,,,0,50,50,66,80,50,50,0.31,0.78,1,,,-0.09
349,6,TE,Early-Tested,0.530,0.330,0.470,,,0.330,0,0,0,0,0,0,0,,,0,60,80,80,90,50,60,0.11,-0.67,1,,,0.17
350,1,TE,Early-Tested,0.670,0.870,0.470,,,0.530,0,0,0,0,0,0,0,,,0,60,60,40,70,60,40,1,0.84,1,,,0.11
351,2,TE,Early-Tested,0.670,0.670,0.800,,,0.800,0,0,0,0,0,1,0,,,0,50,50,50,50,50,50,0.74,0.25,0.63,,,0.82
352,3,TE,Early-Tested,0.600,0.730,0.670,,,0.400,0,0,0,0,0,1,0,,,0,75,50,100,80,50,25,1,0.77,0.47,,,-0.5
354,5,TE,Early-Tested,0.600,0.800,1.000,,,0.400,1,0,0,2,1,0,0,,,4,60,35,35,100,50,35,1,0.63,0.75,,,1
355,6,TE,Early-Tested,0.600,0.470,0.470,,,0.600,0,0,0,0,0,0,0,,,0,80,100,100,100,70,60,1,-0.08,0.53,,,0.36
356,1,TE,Early-Tested,0.730,0.730,0.800,,,0.330,0,0,0,1,0,0,0,,,1,50,50,50,50,50,50,0.34,0.79,0.81,,,1
357,2,TE,Early-Tested,0.530,0.530,1.000,,,0.670,0,0,0,0,0,0,0,,,0,95,98,100,100,98,88,0.11,0.56,0.25,,,0.72
361,1,TE,Early-Tested,0.870,0.530,0.530,,,0.270,0,1,0,0,1,0,1,,,2,60,70,80,90,80,70,-0.14,0.27,0.2,,,.
362,1,TE,Early-Tested,0.930,0.930,0.930,,,0.870,0,0,0,0,0,0,0,,,0,60,60,30,30,30,30,0.3,0.72,0.86,,,0.84
363,2,TE,Early-Tested,0.600,0.670,0.530,,,0.270,0,0,0,0,1,0,0,,,1,50,60,40,0,0,90,0.13,0.55,0.11,,,-1
365,5,TE,Early-Tested,0.600,0.670,0.530,,,0.200,0,0,0,2,1,0,0,,,3,80,95,30,100,40,80,-0.29,0.17,0.64,,,1
366,5,TE,Early-Tested,0.730,0.400,0.400,,,0.130,0,0,1,1,1,0,0,,,3,80,80,70,60,70,75,0.78,1,1,,,.
367,5,TE,Early-Tested,0.600,0.470,0.730,,,0.330,0,0,0,1,1,0,2,,,2,70,50,50,45,60,30,0.04,0.3,0.15,,,-0.67
369,2,TE,Early-Tested,0.730,0.870,1.000,,,0.730,0,0,0,0,0,0,0,,,0,80,85,90,95,100,80,0.34,0.21,0.88,,,0.37
370,3,TE,Early-Tested,0.670,0.730,0.530,,,0.600,0,0,0,0,0,0,0,,,0,40,60,80,80,80,80,-0.1,0.61,0.56,,,1
374,1,TE,Early-Tested,0.670,0.730,0.800,,,0.600,0,0,0,0,0,0,1,,,0,75,60,30,100,75,30,0.17,0.79,1,,,1
375,2,TE,Early-Tested,0.670,0.530,0.800,,,0.470,0,0,0,0,2,0,0,,,2,75,80,90,100,90,85,-0.36,0.64,0.64,,,0.3
376,3,TE,Early-Tested,1.000,0.870,0.800,,,0.870,0,1,0,0,0,1,1,,,1,65,30,95,95,65,50,0.13,0.52,0.09,,,0.05
378,5,TE,Early-Tested,0.730,0.530,0.600,,,0.530,0,0,1,0,1,0,0,,,2,50,60,75,100,75,50,0.12,1,0.04,,,1
379,6,TE,Early-Tested,0.930,0.870,1.000,,,1.000,0,0,0,0,0,0,0,,,0,60,30,20,50,50,40,0.16,0.21,0.16,,,0
380,1,TE,Early-Tested,0.730,1.000,0.930,,,0.870,0,0,0,0,0,0,0,,,0,75,88,20,100,99,100,0.34,0.5,0.58,,,0.37
381,2,TE,Early-Tested,0.600,0.600,0.730,,,0.470,0,0,0,0,0,0,0,,,0,90,80,90,90,80,80,0.31,0.68,-0.27,,,0.46
382,3,TE,Early-Tested,0.930,0.730,0.930,,,0.670,1,0,0,1,0,0,0,,,2,75,85,90,99,75,80,0.86,0.58,0.58,,,1
383,4,TE,Early-Tested,0.670,0.670,0.130,,,0.270,0,0,0,1,1,0,2,,,2,50,50,50,50,50,50,0.21,0.72,.,,,1
384,5,TE,Early-Tested,0.670,0.930,0.730,,,0.400,0,0,1,1,0,0,0,,,2,9,10,2,43,100,99,0.21,-0.26,0.58,,,0.25
386,1,TE,Early-Tested,0.870,0.600,0.800,,,0.870,0,0,0,0,0,2,0,,,0,65,75,78,76,81,90,0.37,0.31,0.81,,,0.52
387,2,TE,Early-Tested,0.670,0.730,0.930,,,0.800,1,0,0,0,0,0,0,,,1,80,80,80,80,80,80,-0.11,-0.32,0.3,,,0.06
388,3,TE,Early-Tested,0.800,0.670,0.670,,,0.130,0,0,0,1,2,0,2,,,,50,70,75,90,80,50,0.27,0.21,0.74,,,.
756,3,TE,Late-Tested,,,0.800,0.930,0.870,0.800,0,1,0,0,1,,1,0,0,2,50,50,50,50,50,50,,,0.82,0.86,1,0.81
801,1,TE,Late-Tested,,,0.270,0.600,0.330,0.330,0,0,0,0,0,,3,0,0,0,90,90,50,50,50,20,,,-1,-0.04,1,0.17
803,3,TE,Late-Tested,,,0.130,0.270,0.270,0.130,0,1,0,0,0,,1,2,1,1,90,90,90,90,90,90,,,1,-1,-1,.
804,4,TE,Late-Tested,,,0.730,0.470,0.730,0.600,0,0,0,0,0,,0,0,0,0,75,50,50,65,65,80,,,0.12,-0.08,0.12,-0.04
805,5,TE,Late-Tested,,,0.930,0.930,0.600,0.730,0,0,0,0,0,,0,0,1,0,86,78,56,65,70,75,,,0.02,0.58,0.65,-0.06
807,1,TE,Late-Tested,,,0.270,0.400,0.330,0.400,0,0,1,0,0,,0,0,0,1,100,100,0,0,100,100,,,-1,1,-0.67,-0.2
808,2,TE,Late-Tested,,,0.200,0.270,0.200,0.270,0,0,1,1,0,,2,3,1,2,20,80,20,80,20,10,,,.,1,.,.
809,3,TE,Late-Tested,,,0.600,0.870,0.800,0.670,0,1,0,1,1,,0,0,0,3,75,50,50,65,70,85,,,-0.04,0.09,0.27,0.47
810,4,TE,Late-Tested,,,0.270,0.400,0.600,0.530,1,0,0,0,1,,2,4,0,2,67,79,80,43,50,44,,,-1,-0.2,0.65,0.64
811,5,TE,Late-Tested,,,0.270,0.530,1.000,0.730,0,0,1,1,0,,0,1,0,2,100,100,75,100,80,80,,,1,-0.09,0.5,0.58
812,6,TE,Late-Tested,,,0.130,0.800,0.870,0.600,0,0,0,0,0,,0,1,0,0,75,60,65,65,65,60,,,.,0.63,0.51,1
813,1,TE,Late-Tested,,,0.470,0.470,0.600,0.130,0,0,0,0,0,,0,1,1,0,20,70,70,50,45,10,,,0.46,1,0.65,.
814,2,TE,Late-Tested,,,0.730,0.870,0.800,0.730,0,0,0,0,0,,0,2,0,0,50,50,50,50,100,100,,,0.21,0.37,0.81,0.34
815,3,TE,Late-Tested,,,0.330,0.530,0.600,0.130,0,0,0,0,1,,1,1,0,1,60,45,70,40,30,55,,,-0.67,0.11,-0.04,.
816,4,TE,Late-Tested,,,0.130,0.470,0.270,0.400,0,0,0,0,0,,0,1,0,0,100,100,100,100,100,100,,,.,0.3,1,1
817,5,TE,Late-Tested,,,0.200,0.400,0.530,0.600,0,1,2,0,0,,2,2,1,3,90,90,90,90,90,90,,,1,1,0.07,1
818,6,TE,Late-Tested,,,0.000,0.330,0.530,0.470,0,0,0,0,0,,8,0,0,0,60,0,30,60,10,20,,,.,-0.67,0.27,0.3
819,1,TE,Late-Tested,,,0.130,0.600,0.930,0.530,0,0,0,0,0,,1,0,0,0,75,75,75,75,75,75,,,.,0.04,0.3,0.56
820,2,TE,Late-Tested,,,0.000,0.800,0.870,0.470,0,0,0,0,1,,0,1,0,1,70,70,80,60,50,60,,,.,0.25,0.68,1
821,3,TE,Late-Tested,,,0.130,0.670,0.400,0.730,0,1,0,0,0,,6,1,2,1,75,60,25,0,22,45,,,.,0.74,-0.5,-0.32
822,4,TE,Late-Tested,,,0.400,0.670,0.800,1.000,0,0,0,0,0,,1,1,1,0,80,60,50,50,80,90,,,0.25,1,0.45,0.63
823,5,TE,Late-Tested,,,0.070,0.730,0.870,0.670,0,0,0,0,0,,0,1,0,0,99,99,50,50,50,50,,,.,0.58,0.06,0.21
824,6,TE,Late-Tested,,,0.670,0.730,0.870,0.730,0,0,0,0,0,,0,0,0,0,75,80,70,90,80,85,,,0.74,0.34,0.68,1
825,1,TE,Late-Tested,,,0.270,0.200,0.330,0.130,0,0,0,0,0,,0,0,0,0,50,75,50,50,32,50,,,1,.,0.17,.
826,2,TE,Late-Tested,,,0.930,0.870,1.000,1.000,0,0,0,0,0,,0,1,0,0,50,50,50,50,50,50,,,0.19,0.44,0.38,0.5
827,3,TE,Late-Tested,,,0.800,0.870,0.870,0.930,0,1,0,0,0,,0,0,0,1,65,70,70,80,90,100,,,0.27,0.52,0.52,0.16
828,4,TE,Late-Tested,,,0.530,0.270,0.600,0.670,0,0,0,0,0,,0,0,0,0,50,50,50,50,50,50,,,0.27,0,0.65,0.74
829,5,TE,Late-Tested,,,0.870,1.000,1.000,0.870,0,0,0,1,0,,0,0,0,1,50,50,75,50,50,50,,,0.37,-0.25,0.38,0.37
830,6,TE,Late-Tested,,,0.270,0.730,0.470,0.530,0,0,0,0,0,,0,2,1,0,80,60,100,10,50,50,,,1,0.47,1,0.27
831,1,TE,Late-Tested,,,0.000,0.200,0.330,0.070,0,0,0,0,0,,1,1,0,0,60,100,60,75,100,100,,,.,1,1,.
832,2,TE,Late-Tested,,,0.330,0.270,0.470,0.470,0,0,0,0,1,,4,1,0,1,42,64,22,50,68,75,,,.,1,0.3,0.53
833,3,TE,Late-Tested,,,0.730,0.600,0.670,0.470,0,0,0,0,0,,1,0,0,0,90,80,50,30,60,80,,,0.56,0.63,-0.05,1
834,4,TE,Late-Tested,,,0.600,0.330,0.400,0.470,0,0,0,0,0,,0,1,1,0,75,100,50,25,25,10,,,-0.09,1,1,0.07
835,5,TE,Late-Tested,,,0.400,0.330,0.600,0.270,0,0,1,0,0,,0,0,1,1,50,50,50,50,50,50,,,.,.,0.42,.
836,6,TE,Late-Tested,,,1.000,1.000,0.670,0.870,0,0,0,0,0,,0,0,0,0,75,100,56,66,20,0,,,0.5,0.63,0.47,0.81
837,1,TE,Late-Tested,,,0.270,0.670,0.800,0.800,0,0,0,0,0,,1,0,0,0,50,50,50,50,50,50,,,-1,0,0.64,0.64
